input,output
来到朝门外，看到黄门官，礼貌地说：“我是来自大唐东土的和尚，前去西天取经，现在来到贵地，需要倒换关文。我有事情需要见大王，请麻烦您告知。”,及到朝门外，见有黄门官，即施礼道：“贫僧乃东土大唐差往西天取经者，今到贵地，理当倒换关文。意欲见驾，伏乞转奏转奏。”
回奏天师：“奎木狼已降临人间。”,天师回奏道：“奎木狼下界了。”
猪八戒的生命安全令人担忧，让我们期待下次的揭晓。,毕竟不知猪八戒性命如何，且听下回分解。
露半湘裙，弓鞋微露；翠袖微舒，粉腕玉长。,湘裙半露弓鞋小，翠袖微舒粉腕长。
那位惹祸的猴王，带着我们前往朝门，对阁门大使说道：“我们是来自大唐的信徒，前来西天拜佛求经，现在需要倒换关文，麻烦您传达一下，请勿延误我们的善果。”,你看那惹祸的猴王，引至朝门，与阁门大使言道：“我等是东土大唐驾下差来上西天拜佛求经者，今到此倒换关文，烦大人转达，是谓不误善果。”
老魔说：“要小心。”,老魔道：“兄弟仔细。”
三藏紧紧抓住经包，沙僧稳稳地压住经担，八戒牢牢牵住白马，而行者则手持铁棒，左右防护。,唬得那三藏按住了经包，沙僧压住了经担，八戒牵住了白马，行者却双手轮起铁棒，左右护持。
道：“别和他纠缠，我们去上界，告诉他，再派天兵围住他，不迟。”,天王道：“既然如此，且不要与他相持，且去上界，将此言回奏，再多遣天兵，围捉这厮，未为迟也。”
苏醒过来的长老呻吟了几声，怒斥道：“那个顽皮的猢狲，竟然还敢对我出手！”,长老苏醒，呻吟一会，骂道：“好泼猢狲，打杀我也！”
两人供认道：“我们是乱石山碧波潭万圣龙王派来巡塔的。我是奔波儿灞，他是灞波儿奔。他是鲇鱼怪，我是黑鱼精。因为万圣老龙生了个女儿，取名万圣公主。公主美丽非凡，有二十分才华，嫁给了一个名叫九头驸马的神通广大的人。前年，公主和龙王来了这里，展示出了强大的法力，下了一场血雨，弄脏了宝塔，还偷走了塔中的舍利子佛宝。公主还在大罗天上灵霄殿前偷走了王母娘娘的九叶灵芝草，放在潭底，金光闪闪，昼夜明亮。听说有个孙悟空要去西天取经，据说他神通广大，沿途寻找人。所以我们经常来这里巡守，如果有孙悟空再来，就准备好对付他。”,遂从实供道：“我两个是乱石山碧波潭万圣龙王差来巡塔的。他叫做奔波儿灞，我叫做灞波儿奔。他是鲇鱼怪，我是黑鱼精。因我万圣老龙生了一个女儿，就唤做万圣公主。那公主花容月貌，有二十分人才，招得一个驸马，唤做九头驸马，神通广大。前年与龙王来此，显大法力，下了一阵血雨，污了宝塔，偷了塔中的舍利子佛宝。公主又去大罗天上灵霄殿前，偷了王母娘娘的九叶灵芝草，养在那潭底下，金光霞彩，昼夜光明。近日闻得有个孙悟空往西天取经，说他神通广大，沿路上专一寻人的不是，所以这些时常差我等来此巡拦，若还有那孙悟空到时，好准备也。”
大声呼喊，刀光剑影，惊心动魄。,喊杀惊狼虎，喧哗振鬼神。
镇元子还准备了酒菜，和行者结为兄弟。,镇元子却又安排蔬酒，与行者结为兄弟。
三藏说：“我俗家姓陈，是唐朝海州弘农郡聚贤庄人。我的法名叫陈玄奘。因为唐太宗皇帝封我做御弟三藏，所以叫唐僧。”,三藏道：“我俗家也姓陈，乃是唐朝海州弘农郡聚贤庄人氏。我的法名叫做陈玄奘。只因我大唐太宗皇帝赐我做御弟三藏，指唐为姓，故名唐僧也。”
行者说：“师父说得有道理，趁着深夜，人都已经入睡，安静地离开吧。”,行者道：“师父说得有理，我们趁此深夜，人皆熟睡，寂寂的去了罢。”
看那星桥摇动，影幌动乾坤，数株火树摇曳着红光。,星桥影幌乾坤动，看数株火树摇红。
那先生生气地说：“这个泼猢狲！真是胆大包天！如果你能和我抗衡三合，我会和你水去；如果不能，我就把你砍成肉酱，替我侄子报仇。”,那先生骂道：“泼猢狲！不知死活！如若三合敌得我，与你水去；敌不去，只把你剁为肉酱，方与我侄子报仇。”
唐僧感到无能为力，只能选择留在原地。,唐僧无奈，遂俱住下。
金身佛祖无所不在，罗汉倒在地上四处躺卧。,佛祖金身没色，罗汉倒卧东西。
进入玄微通变之境，不禁微笑感慨当年的烂柯仙缘。,下到玄微通变处，笑夸当日烂柯仙。
三藏问：“他做什么？”,三藏道：“他有些甚么勾当？”
三藏停止挥鞭，勒住马说道：“悟空啊，悟能啊，前面山势险峻，我们必须小心谨慎，小心为上。”,三藏停鞭勒马道：“悟空、悟能、前面山高，须索仔细，仔细。”
转眼间，落在云头，到鹫峰下，抬头见四大金刚挡道：“哪里去？”,须臾间，按落云头，直至鹫峰之下，忽抬头，见四大金刚挡住道：“那里走？”
行者打开包袱，发现里面有几个粗面烧饼，于是递给师父。,行者去解开包袱，在那包裹中间见有几个粗面烧饼，拿出来递与师父。
行者道谢后，与四名将士和小张太子一同驾云返回小西天，然后抵达小雷音寺。,行者称谢，即同四将并小张太子，又驾云回小西天，直至小雷音寺。
母亲很贤慧，带着小孩子，交待做饭，做了一顿素菜饭，让师徒吃了。,那妈妈儿贤慧，即便携转小儿，咐吩煮饭，安排一顿素斋，他师徒吃了。
在河边，陈家庄的男女老幼一同前来送行。,到了河边，陈家庄老幼男女，一齐来拜送。
"老人说：“我家这里，每隔十年有人来拜一次。""",”老者道：“我这里人家，十年拜求一度。
在日夜不停的旅途中，走过了漫长的百十里，突然间眼前出现一片松林，林间有一条蜿蜒的曲涧，涧水清澈见底，潺潺流淌，那涧上有一座石板桥，连接着旁边的洞府。,无分昼夜，行了百十里远近，忽见一松林，林中有一条曲涧，涧下有碧澄澄的活水飞流，那涧梢头有一座石板桥，通着那厢洞府。
那家伙喝完酒吃完饭，躺在床上说：“怎么这么早就准备马了？”,那呆子吃了自在酒饭，睡得梦梦乍道：“这早备马怎的？”
行者说：“陛下，你知道那怪来自哪里吗？等我去和你一起捉住他，消除后患。”,行者道：“陛下可知那怪来自何方？等老孙去与你一并擒来，剪除后患。”
大声喊道：“孙悟空啊，东海龙王敖广前来拜见。”,叫道：“大圣，东海龙王敖广来见。”
行者说：“这是灵根。”,”行者道：“灵根！
大圣登上了高峰，环顾四周，一无所见，突然转身，眼前突然出现一抹绚丽的霞光，他立即驾着云雾追上去，最终发现了太白金星。,好大圣，跳上高峰，四顾无迹，急转面，见半空中有彩霞幌亮，即纵云赶上看时，乃是太白金星。
众人欢声笑语：“这个很容易找到呢。”,众官笑道：“这个易取。”
八戒说：“别开玩笑，世界上怎么会有这么大的门？”,”八戒道：“哥哥不要扯谎，人间就有这般大门？
"""八戒问道：“哥哥，你需要涂刀伤药吗？”""",”八戒道：“哥哥，可用刀疮药么？
行者说：“我们都没去过，怎么知道？要到边境问问别人。”,行者道：“你我俱未曾到，何以知之？且行至边前问人。”
老君行礼后说：“我在宫中炼了一些‘九转金丹’，准备伺候陛下参加‘丹元大会’，但不料被贼人偷走，所以要告诉陛下这件事。”,老君朝礼毕，道：“老道宫中，炼了些‘九转金丹’，伺候陛下做‘丹元大会’，不期被贼偷去，特启陛下知之。”
在殿门上挂着一幅黄绫织锦的对联，上面绣着二十二个大字，写着：“雨顺风调，愿天尊法术无边；河清海晏，求万岁长命。”,殿门前挂一联黄绫织锦的对句，绣着二十二个大字，云：“雨顺风调，愿祝天尊无量法；河清海晏，祈求万岁有余年。”
这里从来就没有过结婚的仪式，今天女王将要嫁给男士。,此地自来无合卺，女王今日配男才。
沙僧说：“你惹上了仇人，担心他会伤害我师父。你得赶快去去来。”行者说：“我办事效率高，只需要一顿饭的时间，就会回来。”,沙僧道：“你置下仇了，恐他害我师父。你须快去快来。”行者道：“我来得快，只消顿饭时，就回来矣。”
妖王说：“这家伙自称外公，我在百家姓上查了一下，没有姓外的。”,”妖王道：“这来者称为外公，我想着百家姓上，更无个姓外的。
道士指着沙滩上的僧人说：“他过着我的生活，可能有点懒散，我们去提醒他一下。”行者笑着说：“道长错了！”,道士用手指定那沙滩上僧人：“他做的是我家生活，恐他躲懒，我们去点他一卯就来。’行者笑道：“道长差了！
三藏停下马匹，远远地望着，山坳里隐约可见楼台和殿阁的影子。,三藏勒马遥观，山凹里，有楼台影影，殿阁沉沉。
国王说：“我马上就去坛上，你在这里等着下雨吧。”,”国王道：“即去登坛，寡人还在此候雨。
李老儿说：“长老说错了！就算你们耽搁多久，我们都能养得起，怎么可能说没人管饭！”,李老儿道：“长老说那里话！凭你四位担搁多少时，我等俱养得起，怎么说无人管饭！”
星官用手摸了摸嘴唇，吹了一口气，疼痛就消失了。呆子高兴地行礼道：“太神奇了！”,”那星官用手把嘴唇上摸了一摸，吹一口气，就不疼了。呆子欢喜下拜道：“妙啊！
八戒说：“哥啊，放过他一次吧，别一直追着他。”,八戒道：“哥啊，救他一救罢，不要只管揭挑他了。”
在云雾中飘荡的神将们，接住了大圣，一同坠向陷空山。,那些神将，风滚滚，雾腾腾，接住大圣，一齐坠下云头，早到了陷空山上。
沙僧听从命令，只见那婆子递过来一个大的瓦钵，对行者说：“拿这个钵去，尽量多取些回来，给我们应急。”,沙僧依命，只见那婆子端出一个大瓦钵来，递与行者道：“拿这钵头儿去，是必多取些来，与我们留着用急。”
那小龙含着横骨，表示同意。,那小龙口衔着横骨，心心领诺。
老孙说真话，没法骗他。,老孙是真言实语，怎么哄他？
带着龙兵的那名行者很快就来到了号山枯松涧的上方。,那行者领着龙兵，不多时早到号山枯松涧上。
一位女士在楼上答应道：“请上楼吧，有事情要和官人们谈。”,那里边有个妇人答应道：“有，有，有，请官人们上楼。”
魔王走出了书房，来到了大厅，取下了披挂，然后拿起了一根混铁棍，高声喊道：“谁敢在我这里无礼？”,好魔王，拽开步，出了书房，上大厅取了披挂，结束了，拿了一条混铁棍，出门高叫道：“是谁人在我这里无状？”
每当白鹤飞来栖息在桧柏上，玄猿也会不时地攀爬在藤萝之间。,白鹤每来栖桧柏，玄猿时复挂藤萝。
太宗说：“我回去就会送过来，马上送过来。”,太宗道：“朕回去即送来，即送来。”
这个地方真是太棒了，正是春意盎然的正月，新年伊始。,果然好个去处，正是：时维正月，岁届新春。
在那云雾缭绕、迷雾茫茫的地方，急如烈火、快如风驰，皆为凡人之躯，怎能辨别真伪，于是纷纷跪倒在地，虔诚地磕头道：“尊贵的爷爷！我们是火云洞圣婴大王派来的，请您这位伟大的老大王去品尝唐僧肉，以延年益寿千秋万代。”,那云里雾、雾里云、急如火、快如风都是肉眼凡胎，那里认得真假，也就一同跪倒，磕头道：“爷爷！小的们是火云洞圣婴大王处差来，请老大王爷爷去吃唐僧肉，寿延千纪哩。”
国王说：“古人说，家庭问题不应该在外面谈论，但神僧是我尊敬的人，只有不笑的时候才能告诉他。”,国王道：“古人云，家丑不可外谈，奈神僧是朕恩主，惟不笑方可告之。”
喊：“拿装备来！”,叫：“取披挂来！”
行者说：“不用再说了。”,”行者道：“不消讲了。
在五百年前，行者曾被玉帝授予大罗天的御马监养马官职，他的官衔是弼马温。因此，猴子们皆畏惧他。,行者五百年前曾受玉帝封在大罗天御马监养马，官名弼马温，故此传留至今，是马皆惧猴子。
贼听到这番话，心情复杂，喜悦、愤怒、爱、思念、欲望和忧虑纷涌而至，他急忙上前喊道：“这和尚太没礼貌了！”,”那贼闻言，喜的喜，怒的怒，爱的爱，思的思，欲的欲，忧的忧，一齐上前乱嚷道：“这和尚无礼！
在左右两侧分别矗立着五个巨大桩石，上面刻满了五方蛮雷使者的名字。,左右有五个大桩，桩上写着五方蛮雷使者的名录。
他们俩不敢擅自闯入，只能喊道：“开门，开门！”,他两个不敢擅入，只得叫一声：“开门，开门！”
行者看到的是布金禅寺，八戒也认为是布金禅寺，三藏在马上思索着说：“难道我们已经进入舍卫国的境内了吗？”,行者看得是布金禅寺，八戒也道是布金禅寺，三藏在马上沉思道：“布金，布金，这莫不是舍卫国界了么？”
三藏笑着说：“请施主不要害怕，我的徒弟长得并非像妖精般可怕！”,”三藏陪笑道：“施主切休恐惧，我徒弟生得是这等相貌，不是妖精！
一直睡在同一个地方，紧挨着师父，时刻守护着她。,遂一处都睡了，不敢离侧，护着师父。
行者看到他哭了起来，忍不住生气地说：“师父，别像个软柿子一样！你先坐着，等我找到那个人，让他还我马匹就好了。”,行者见他哭将起来，他那里忍得住暴燥，发声喊道：“师父莫要这等脓包形么！你坐着！坐着！等老孙去寻着那厮，教他还我马匹便了。”
那妖邪在战斗中失败后，逃回了家，把众妖带回了宫。鳜婆问：“大王让那两个和尚去哪里了？”,却说那妖邪败阵逃生，回归本宅，众妖接到宫中，鳜婆上前问道：“大王赶那两个和尚到那方来？”
在眼前没有钓鱼的人，只有耳边传来鸥的叫声。野禽时而出没，时而沉浮在沙滩上，自由自在。,野禽凭出没，沙鸟任沉浮，眼前无钓客，耳畔只闻鸥。
师徒们享用了一顿丰盛的晚餐，然后整理行装，准备出发。,师徒们饱餐一顿，收拾起程。
祖师说：“我想教你一些‘术’字门中的知识，怎么样？”,祖师道：“我教你个‘术’字门中之道，如何？”
三藏和行者都只吃了一两碗，而呆子却不停地要求再多吃一点。,三藏、行者俱各吃不上两碗，呆子不住，便还吃哩。
行者无法，只能听从，来到干净的墙边，计划着爬出去。,行者也没奈何，只得依他，到那净墙边，算计爬出。
牙梳如宫样，朱翠摇晃。斜插着两股赤金钗，如云的鬓发中飞出凤翅。耳垂上挂着双坠宝珠。即使不施脂粉，也依然美丽动人，风流依旧如少年般。,宫样牙梳朱翠晃，斜簪着两股赤金钗。云鬓半苍飞凤翅，耳环双坠宝珠排。脂粉不施犹自美，风流还似少年才。
长老问道：“那个送消息的樵夫去哪了？”,长老道：“那报信的樵子如何就不见了？”
唐王同意了，告别了崔判官，和朱太尉一起走了进来。,唐王一一准奏，辞了崔判官，随着朱太尉，同入门来。
长老说：“兔死狐悲，同类相伤。他伤害了寺里的僧人，我也是僧人，我让你走，但要小心。”,长老道：“兔死狐悲，物伤其类。他既吃了寺内之僧，我亦僧也，我放你去，只但用心仔细些。”
那怪物接过铃，分辨不清真假，递给娘娘说：“这次你要小心保管，不要像上次一样疏忽。”,那怪接在手中，一发朦胧无措，那里认得甚么真假，双手托着那铃儿，递与娘娘道：“今番你却收好了，却要仔细仔细，不要象前一番。”
所有的妖怪们都忙着打磨他们的武器，准备抓住那个行者。,众妖都磨兵器，准备擒拿行者不题。
额头宽阔，眼神清澈，眉毛清秀，下巴修长。,顶平额阔天仓满，目秀眉清地阁长。
众猴向猴王行礼表示感谢。,众猴磕头礼谢。
那个人说：“师父请不要责怪，我无法决定。”,”那道人道：“师父莫怪，我做不得主。
四大天师和九天仙女被命令打开玉京金阙、太玄宝宫和洞阳玉馆，邀请如来高坐在七宝灵台上。,又命四大天师、九天仙女，大开玉京金阙、太玄宝宫、洞阳玉馆，请如来高坐七宝灵台。
没有金海光的佛。,南无金海光佛。
唐王批准，立即提升陈萼的职位为学士，协助处理朝政。,唐王准奏，即命升陈萼为学士之职，随朝理政。
沙僧听到后，急忙走出树林迎上前去，问道：“哥啊，你才回来，怎么这么开心地笑，难道是打算救出师父吗？”,沙僧听见，急出林迎着道：“哥啊，这半日方回，如何这等哂笑，想救出师父来也？”
粉面汗珠闪烁，花容含露；峨眉被尘拂，柳带飘烟。,汗流粉面花含露，尘拂峨眉柳带烟。
在阳光的映衬下，岚光轻轻锁住了翠绿的景色；雨过天晴，黛色的山色却带着一丝清冷。,日映岚光轻锁翠，雨收黛色冷含青。
这座山实在是太适合作为一处去了，正如诗中所描绘的那样：方丈山高耸入云，太元宫府迎接神仙降临。,这山真好去处，有诗为证，诗曰：方丈巍峨别是天，太元宫府会神仙。
三藏说：“徒弟，好冷啊。你看，被子太薄了，手都冻僵了。霜花在落叶上，冻铃挂在苍松上。地冻得很，水都结冰了。没有渔翁，山寺里怎么会有僧人呢？樵夫担心柴少，王孙却喜欢炭火增加。征人要像铁一样坚强，诗人要用笔如菱般犀利。皮袄还嫌薄，貂裘还嫌轻。在蒲团上冻僵的老僧，在纸帐里被旅魂惊醒。绣被重裀褥，浑身战栗如铃声。”,三藏道：“徒弟，果然冷。你看，就是那重衾无暖气，袖手似揣冰。此时败叶垂霜蕊，苍松挂冻铃。地裂因寒甚，池平为水凝。渔舟不见叟，山寺怎逢僧？樵子愁柴少，王孙喜炭增。征人须似铁，诗客笔如菱。皮袄犹嫌薄，貂裘尚恨轻。蒲团僵老衲，纸帐旅魂惊。绣被重裀褥，浑身战抖铃。”
没有愚蠢的南无现无愚佛。,南无现无愚佛。
行者说：“大人，我已经长大了。”,行者道：“官儿，似我这般大也彀了。”
那行者被冷水冻住了，呼吸阻塞在丹田，无法发出声音。幸亏八戒摸了摸揉了揉，很快就打通了三关，明亮了堂，打开了孔窍，终于忍不住叫了一声：“师父啊！”,原来那行者被冷水逼了，气阻丹田，不能出声，却幸得八戒按摸揉擦，须臾间，气透三关，转明堂，冲开孔窍，叫了一声：“师父啊！”
唐僧看到，心里很高兴说：“佛祖保佑！西方真是好的地方！那条路上公道的太难走了，还得走上去，还要念经。”,唐僧在马上见了，心中欢喜道：“阿弥陀佛！西方真是福地！那公公路也走不上来，逼法的还念经哩。”
心肝被石狮子剜去，野狐涎深深地浸透骨髓。,石狮子剜了心肝，野狐涎灌彻骨髓。
至今在东土受到称赞，所有人都感受到了雨露的恩泽。,至今得意传东土，大众均将雨露沾。
参禅一生，不离佛地。,一生只爱参禅，半步不离佛地。
行者将他拖到了路边，试了一下，发现他仅有三斤重，大约十来两。,行者把他扯在路旁边，试了一试，只好有三斤十来两重。
回到廊下，登上宝阁，手摸着三度蟠桃，仿佛触摸着天上的果实。,转回廊，登宝阁，天上蟠桃三度摸。
在林间倾听着夜猿的啼声，涧水常传来妖蟒的经过。,林中每听夜猿啼，涧内常闻妖蟒过。
那些游手好闲的人和顽皮的孩子，笑着前行，扔着瓦块和砖头，和八戒玩了起来。,有那游手好闲的，并那顽童们，烘烘笑笑，都上前抛瓦丢砖，与八戒作戏。
八百里漫长的道路已经被走过。,径过有八百里遥．
那里一片光明，却没有一丝人气。,那里边光明霞采，亦无人烟。
总管率军开山，洪州全力剿寇，坚决除掉恶势力。,总管开山调大军，洪州剿寇诛凶党。
行者笑着说：“你们来了多少人？”,行者笑道：“汝等来了几何？”
猴王封四位老猴为健将，两位赤尻马猴为马、流二元帅，两位通背猿猴为崩、芭二将军。,猴王将那四个老猴封为健将；将两个赤尻马猴唤做马、流二元帅；两个通背猿猴唤做崩、芭二将军。
官方立即追赶二星官。,二星官即时追袭。
八戒脚下生云，直冲天际，国王看见后赞叹道：“猪长老竟然会腾云驾雾！”,八戒就足下生云，直上空里，国王见了道：“猪长老又会腾云！”
行者说：“走就走吧。”,行者道：“要去便去罢。”
山场尸骸轻粉卧，红娘子家中望夫归。,尸骸轻粉卧山场，红娘子家中盼望。
震耳欲聋的吼声让山神都胆战心惊，威风凛凛的动作让恶鬼都胆颤心惊。,吼声响震山神怕，行动威风恶鬼慌。
那公公听到这消息后说道：“哎呀，阿弥陀佛！这位和尚竟然说出了这样的话，恐怕他再也无法成长了。”,那公公闻说道：“阿弥陀佛！这和尚说了这过头话，莫想再长得大了。”
行者请求师父留下一个寺庙的名字，三藏回答道：“我已经想好了，就叫它甘霖普济寺。”,行者请师父留一寺名，三藏道：“有，留名当唤做甘霖普济寺。”
在那群僧侣中，响起了一阵佛音；而在那群道士中，传来了一阵玄妙的声音，都飘散出了府城。,那一班僧，打一套佛曲；那一班道，吹一道玄音，俱送出府城之外。
三藏穿上袈裟，向上一层层跪拜感谢。,三藏披了袈裟，朝上一一拜谢。
行者走上前去，说：“老先生，像这样不孝、贪婪、邪恶的孩子，只会给父母带来麻烦。我帮你找出来，打死算了。”,行者近前道：“老官儿，似这等不良不肖、奸盗邪淫之子，连累父母，要他何用！等我替你寻他来打杀了罢。”
神鬼皆畏棒，斧刀飞舞乱腾,棒起致令神鬼怕，斧来刀砍乱飞腾。
八戒笑着说：“再让他扎一下，痒就解决了。”,八戒笑道：“痒便再教他扎一下，何如？”
远远望去，救苦尊静静地盘坐着，周围环绕着残破的箬笠。,远观救苦尊，盘坐衬残箬。
眼睛明亮如火焰，眉毛修长如眉梢。,金睛飞火焰，长目过眉梢。
从这一刻起，寿域的光华绽放。,寿域光华自此开。
陶天君说：“已经耽搁很久了，可能会回来。大圣先去光明宫，如果还没回来，再去观星台也是可以的。”,陶天君道：“今已许久，或将回矣。大圣还先去光明宫，如未回，再去观星台可也。”
"""小神熟知。让我带卷帘将军和你师父一起行动，我带着你去。""三藏欣喜地说道：“请尊贵的人帮忙，我将永远感激。”",“小神认得。且教卷帘将军与你师父做伴，我与你去来。”三藏大喜道：“有劳尊神，功成再谢。”
行者说：“兄弟，虽然没有救师父，但我赢了。”,行者道：“兄弟，虽不曾救得师父，老孙却得个上风来了。”
三藏说：“徒弟啊，我担心你，担心你会出事。虽然你可能会变化，但不至于受伤。那呆子长得粗壮，也不会飞行，这次出行可能会有危险。你最好去救救他。”,三藏道：“徒弟啊，你去，我岂不挂念？想着你会变化，断然不至伤身。那呆子生得狼犺，又不会腾那，这一去，少吉多凶，你还去救他一救。”
娘娘说：“我在宫里，只知道帮助君王，教导妃嫔，外面的事情太多，我怎么记得住名字！”,”娘娘道：“我在宫，只知内里辅助君王，早晚教诲妃嫔，外事无边，我怎记得名姓！
大王生气了，让我明天和他交战。,大王奋怒，所以教我去下战书，明日与他交战也。
"那怪笑着说：“这和尚还不错，就是没什么背景，说话还挺随和的。""",”那怪笑道：“这和尚好便好，只是没来历，会说顺口话儿。
那怪物毫不迟疑，手持钢叉，直奔行者胸前刺来。,那怪那容分说，拈转钢叉，望行者当胸就刺。
罗刹和土地都感激地感谢了恩惠，然后送走了对方。,罗刹、土地俱感激谢恩，随后相送。
行者说：“你不知道，留着活着的，可以去见皇帝说说话，还能找人凿眼找贼追宝。”,行者道：“你不知，且留着活的，好去见皇帝讲话，又好做凿眼去寻贼追宝。”
在那里，可以看到府县正官和佐贰首领，他们正站在那里点燃高烧的宝烛，满斗香燃烧，朝着上礼拜。,又见那府县正官并佐贰首领，都在那里高烧宝烛，满斗焚香，朝上礼拜。
刚一踏进门，便看到老魔穿着孝服，两人不禁泪如泉涌。,才进门，见老魔挂了孝服，二人大哭。
八戒说：“哥哥，这个行李每天都得挑着，真不知道有多重。”,八戒道：“哥哥，这行李日逐挑着，倒也不知有多重。”
行者说：“我不会显形，会悄悄跟着你，像是为了保护。”,行者道：“我不现身，暗中跟随你，就当保护。”
沙僧说：“是的，大哥说得对。我们走吧。”,沙僧道：“正是正是，大哥说得有理。我们去来。”
医官说：“经上说药有八百八味，人有四百四病。”,”医官道：“经云药有八百八味，人有四百四病。
刚才观音菩萨现身，称这人是个蝎子精，只有先生才能治好，所以前来求援。,观音菩萨适才显化，说是一个蝎子精，特举先生方能治得，因此来请。
这股雾气如云雾般缭绕。,这一个吐雾喷云。
行者在屋梁上听到这句话，非常高兴，立刻离开屋子飞到林中，喊道：“兄弟！”,行者在屋梁上，只听得他这一句言语，不胜欢喜，即抽身飞出，现本相来至林中，叫声“兄弟！”
听到这个消息，那娘娘陷入了沉默。,那娘娘听说，沉吟不语。
木母和金公本为一体，黄婆和赤子本就无别。,木母金公原自合，黄婆赤子本无差。
刘全果服毒身亡，灵魂飘荡在瓜果之间，最终抵达了鬼门关。,那刘全果服毒而死，一点魂灵，顶着瓜果，早到鬼门关上。
悟空说：“这只是他玩的一个把戏而已，没什么了不起的！我现在一窍通百窍通，我也能玩这个把戏了。你们都闭上眼睛，别害怕！”,悟空道：“这是他弄的个术法儿，有何难也！我如今一窍通，百窍通，我也会弄。你们都合了眼，休怕！”
身上覆盖着三伏天的靛色，四只爪子闪烁着九秋霜的寒光。,浑身三伏靛，四爪九秋霜。
假如没有火山喷发的烈焰，那就需要一把宝扇来保持清凉。,若得火山无烈焰，必须宝扇有清凉。
国王听命，将怪人带到黄金台阶上，自己也跟着舞蹈并呼喊，向他行礼。,国王准奏叫宣，把怪宣至金阶，他一般的也舞蹈山呼的行礼。
在人参园里忙碌穿梭，靠着树干，仰头数数；来回奔走，最终发现只有二十二个。,忙入人参园里，倚在树下，望上查数；颠倒来往，只得二十二个。
经过三十次交战，他们两人仍然不分胜负。,他二人战经三十回合，不见高低。
先生袖中取出一张课，毫不犹豫地断言道：“山顶被云雾笼罩，林间被浓雾笼罩。”,”先生即袖传一课，断曰：“云迷山顶，雾罩林梢。
一哭就肿起来了！,一哭就脓包了！
扰乱心绪，闯入皤桃会，胆敢私自进入兜率宫。,欺心搅乱皤桃会，大胆私行兜率宫。
八戒高兴地说：“说得对，来得正好。我们一起努力，去抓那只怪物，虽然不一定能出名，但至少在这个国家有点名气。”,八戒大喜道：“说得是，来得好。我两个努力齐心，去捉那怪物，虽不怎的，也在此国扬扬姓名。”
在一边忙着邀请亲人来参加葬礼，准备棺材；另一边，寇梁兄弟则匆匆赶往府衙投递诉状。,一壁厢传请亲人，置办棺木；一壁厢寇梁兄弟，赴府投词。
三圈绕完后，抬头望去，果然是一个宏伟的道场，只见：旗帜飘扬，华盖闪闪发光。,三匝已毕，抬头观看，果然好座道场，但见：幢幡飘舞，宝盖飞辉。
在活着的时候就应该好好修行，不要随意沉沦。,趁生前有道正该修，莫浪泊。
行者说：“呆子别乱说！这是上天安排的计划，你怎么能看到？”,行者道：“呆子莫胡说！此乃上天所设之计，你怎么得见？”
仔细观察，行者发现了一棵大桧树、一棵老柏树、一棵老松树和一棵老竹子。竹子后面还有一棵丹枫树。,行者仔细观之，却原来是一株大桧树，一株老柏，一株老松，一株老竹，竹后有一株丹枫。
我心怀方从海上游的想法，特意前往仙境，探望三位老弟，若有医治树病的办法，愿传授给我，以帮助唐僧脱离苦海。,我想着方从海上来，故此特游仙境，访三位老弟，有甚医树的方儿，传我一个，急救唐僧脱苦。
我在天上被贬下凡间，来到世间便承担起所有的罪孽。,上天贬我降凡尘，下世尽我作罪孽。
在那三层门前，五方揭谛、四值功曹、六丁六甲、护教伽蓝齐聚，他们走向观音菩萨，恭敬地启道：“弟子等受菩萨法旨，暗中保护圣僧，如今圣僧修行圆满，菩萨已向佛祖缴回了金旨，我们请求菩萨允许我们缴回法旨。”,那三层门下，有五方揭谛、四值功曹、六丁六甲、护教伽蓝，走向观音菩萨前启道：“弟子等向蒙菩萨法旨，暗中保护圣僧，今日圣僧行满，菩萨缴了佛祖金旨，我等望菩萨准缴法旨。”
行者见情况不妙，估计无法被吞入肚中，于是化身为一只饥饿的老鹰。,行者见事不谐，料难入他腹，即变做个饿老鹰。
在水底争斗，互相争夺，只为功成名就。,都来水底相争斗，各要功成两不然。
八戒接着说：“我也感到有点肚子不舒服。”,八戒随后道：“我也有些腹痛。”
小妖说：“我曾经在狮驼岭狮驼洞和大王住在一起，那大王一点也不友善，一心想吃唐僧。被孙行者用金箍棒打进来，打得像骨牌一样断掉，六根清净都破了。幸好我有见识，从后门逃了出来，来到这里，被大王收留，所以我知道他的厉害。”,小妖道：“我当初在狮驼岭狮驼洞与那大王居住，那大王不知好歹，要吃唐僧，被孙行者使一条金箍棒，打进门来，可怜就打得犯了骨牌名，都断么绝六，还亏我有些见识，从后门走了，来到此处，蒙大王收留，故此知他手段。”
三藏问道：“我的视野开阔，广袤无垠，到底有多宽阔呢？”,三藏道：“我这里一望无边，端的有多少宽阔？”
只为王母宴请，瑶池开宴邀客。,只因王母会蟠桃，开宴瑶池邀众客。
两位将领遵从命令走出门外，目不转睛，耳聪目明。,二将果奉旨出门外，看的真，听的明。
千层浪飞水飞溅，一汪清水响风声。,千仞浪飞喷碎玉，一泓水响吼清风。
金象世尊庄严，玉容罗汉威严。,世尊金象貌臻臻，罗汉玉容威烈烈。
小妖伸手，疑惑地说道：“只闻其声，不见其人。师傅，这里是何地方？”,小妖伸手摸着道：“只见说话，更不见面目。师父，此间是甚么去处？”
放下，教说道。,教：“放下来。”
