用户名,文本,情感,立场,话题,观点,敌意,领域
赖清德,"以民主厚植国力 迎向世界新局
今天是2025年的第一天，一元复始，万象更新，祈愿台湾国泰民安、风调雨顺，百业兴隆、人民安居乐业、幸福生活。
回顾2024年，「台湾尚勇」，充满挑战，也充满荣耀。我们一起经历了震灾和风灾，挺住了威权主义持续不断的挑战。我们也共享荣耀；台湾拿下了「世界12强棒球赛」的冠军。
在巴黎奥运，王齐麟和李洋，再次夺得羽球男双金牌，林郁婷更为台湾摘下首面拳击金牌。在国际国中科学奥林匹亚竞赛，我们代表队的6位学生，通通得到金牌，而杨双子著作、金翎英译的《台湾漫游录》，获得了美国国家图书奖，展现出国际级的台湾文学实力。
我们台湾英雄，不分年龄、不分领域，在许多国际赛事，都抱回大奖、缔造新纪录，都用杰出的表现诠释台湾，让世界看见台湾的精神与文化，也让全体国人都感到骄傲。
各位国人同胞，我们同甘共苦，荣辱与共，我们一起流泪欢笑，我们都是一家人，都是「Team Taiwan」。
我要感谢每一位国人在岗位上的付出，推动台湾的进步，创造台湾的荣耀，也让台湾有更大的能量，在世界崭露头角。
新的一年，我们要继续让台湾更多的故事成为世界的故事，台湾的成功成为全球进步的动力。
展望2025年，全球将开启全新的局面；有超过70个国家，在去年举行选举，有全新的民意，当各国的政局展开新局、国际的局势快速变化，台湾更要继续以稳健的步伐，向前迈进。
第一，我们要坚定地走在民主的道路上。
台湾能够走过黑暗专制年代，到今天成为亚洲民主灯塔的光荣时刻，是许许多多民主前辈牺牲奉献和全体国人共同努力的结果。民主对台湾的价值，不只是自由的生活方式、社会多元蓬勃发展的动力，更是外交上赢得国际信任的品牌。
不论台湾受到任何的威胁和挑战，民主，都是台湾唯一的路，只有继续走，绝不回头。
国内政党竞争，是民主政治的一环，但是国内的政治纷争，必须在宪政体制内，依循民主的方式，才能持续深化民主。
立法院所通过的争议性法案，行政院有权提出覆议，提供立法院重新审视的空间，宪政机关也可声请释宪，透过宪法法庭判决，明确宪政分际，维护宪政秩序，逐步巩固宪政体制。
人民也有选举、罢免、创制、复决的权利，可以汇聚更大的民主力量，展现主权在民的真谛。
新的一年，变动的国际局势对全球民主国家而言，充满严峻的挑战。当前，俄乌战争、以哈冲突仍在进行，中国、俄罗斯、北韩、伊朗等威权政体，更持续合流、威胁以规则为基础的国际秩序，严重影响印太及全球的和平稳定。
尤其，台海的和平稳定是世界安全与繁荣的必要元素。台湾必须要居安思危，继续提高国防预算，强化国防力量，展现保护国家的决心。
守护台湾的民主和安全，人人有责，我们要凝聚每一分力量，来提升全社会防卫韧性，建构能够因应大型灾害、吓阻威胁侵犯的能力，也要加强反资讯战、反认知战的社会沟通，全民拒绝威胁利诱，共同防止境外势力的恶意渗透。
对内，我们要以民主巩固民主，对外，我们更要以民主和世界交朋友，确保安全和平。因为台湾越安全，世界就越安全；台湾越强韧，世界民主防线就越稳固。
全球民主阵营更应该携手合作，撑起「民主保护伞」，共寻解决俄乌战争、以哈冲突之道，共同维护台海稳定和印太安全，达到世界和平的目标。
第二，我们要持续厚植国力，强化台湾经济韧性，也深化全球民主供应链的韧性。
2024年上半年，台股的涨幅是世界第一，全年的经济成长率，预期可达到4.2%，位居亚洲4小龙之首。国内投资畅旺，突破5兆元大关，通膨率也逐步回稳。1到11月外销订单达到5,366亿美元，比2023年同期增加3.7%；1到11 月出口也比2023年同期增加9.9%，达到4,315亿美元。
近来也有调查显示，2024年，企业平均调薪幅度高于2023年，也有超过9成的企业计划在今年调薪，将创下8年来新高。在在可见台湾的景气持续复苏，经济稳健成长。
虽然总体经济表现亮眼，但我们依然要关注地缘政治变化、全球经济环境的不确定性，以及红色供应链低价倾销，对台湾产业造成的冲击。
对国家而言，百工百业同等重要，每个产业都强，台湾国力才会强。中小微型企业是台湾的经济命脉，各地工业区的发展，更是创造台湾荣景的动能，我们也要让「台湾制造」的精神，继续发扬光大。
因此，我们不仅仅要发展高科技产业，行政院也已经提出对策来协助传统产业和中小微型企业，全面导入科技应用，落实数位、净零双轴转型，以及发展通路，来提升经营体质和生产力。
台湾必须持续提升经济韧性。近年来，台湾对美国、日本、欧洲及新南向国家投资大幅提升，已经明显超越对中国的投资，这显示，我们分散市场、降低对单一市场的依赖，已经有成果，未来更要继续协助产业立足台湾、布局全球、行销全世界。
与此同时，台湾也要以民主跟世界一起拚经济。我们要发挥半导体与AI产业的优势，链结民主国家一起深化民主供应链的韧性，也要透过国际合作，不论是在无人机、低轨道卫星、机器人、军工、安控，或是生技医药、绿能科技、新农业、循环经济等产业，都要掌握前瞻技术，促进多元发展，让台湾持续引领全球民主供应链的进步，也确保全球民主供应链的安全与稳定。
第三，我们要持续均衡台湾，落实世代正义，让全民共享经济发展的果实。
民主就是人民作主，2,300万人，不分族群、世代、党派、城乡，都是国家的主人。
新的一年，我们会继续推动福国利民的政策，但是中央需要足够的财源来进行各项措施，因此，我期待《财划法》的修法，朝野政党能够就各自的版本，冷静再思考，为国家寻求长治久安之道。
从今天开始，基本工资连续第9年调升，月薪从2万7,470元，增加到2万8,590元，时薪从183元增加到190元。我们也希望，透过军公教人员连续2年调薪以及调高加薪减税优惠，来带动企业加薪，让全国人民共享经济发展的果实。
我也知道，大家都希望缴税少一点、房租少一点。今年，我们继续推动减税，举例来说，单身的民众，年所得44万6千元以下可以免缴税；双薪夫妻年所得89万2千元以下，以及双薪育有2名6岁以下幼儿的四口之家，如果年所得146万1千元以下，也都不必缴税。租金补贴户数也会从50万户扩充到75万户，让大家生活负担少一点。
今年，「文化币」的发放年龄，从16岁下修到13岁。13到22岁的年轻人，都可以获得政府补助，进行艺文体验。而「青年百亿海外圆梦基金计划」即将上路，让更多台湾年轻人圆梦，可以到世界各国学习与交流。
我们更要成立「运动部」，让年轻人在运动场追逐梦想，同时积极发展运动产业，推广全民运动，让国人更健康。
今年，台湾将迈入「超高龄社会」，我们要推动「长照3.0」，提供长辈更完善的照顾，也将扩大癌症筛检的对象和服务，继续打造「健康台湾」。
另外，今天开始，台湾正式实施碳费制度来接轨国际，落实2050净零排放目标。我们也要继续迈向「均衡台湾」，在上个月，行政院启动的「兆元投资国家发展方案」，以及提出的「六大区域旗舰计划」，都是为了要继续扩大投资公共建设、发展地方的特色产业，来缩小城乡与贫富差距，让人人都可以安居乐业。
各位国人同胞，现在的台湾，在民主、科技、经济等各领域的表现，都受到国际的肯定。这证明了国家发展的方向正确。
新的一年，台湾一定要团结一致，继续朝正确的方向前进。我们期待，不分中央地方、不分党派共同努力，以人民福祉为优先，让国政顺利推动，台湾能够站稳脚步，大步向前，创造更辉煌的成就。
新的一年，我们还有更多精采的台湾故事要告诉全世界，让海内外的台湾人，一次又一次为台湾的荣耀一起欢呼喝采。
「台湾尚勇」！我们继续一起打拚，自信勇敢地迎向世界新局！",自豪,对台湾表达了支持,台湾民主与国力发展,赖清德强调以民主厚植国力,有敌意,政治
赖清德,"出国拚冠军(tshut-kok piànn-kuan-kun)
光荣倒转来(kong-?ng tò-tńg-l?i)
台湾棒球勇夺世界冠军，谢谢Team Taiwan出国拚冠军，用球技诠释台湾精神、更赋予台湾光荣的意义！
我们要带著这样的台湾精神，迈向2025！所以从明天开始，「BEHIND THE CHAMPION：冠军之路特展」将在国立台湾博物馆展出，现场除了会有「世界12强棒球赛」冠军奖杯，还有比赛球衣、实战球具、关键垒包，以及各种应援道具；让大家再次回顾台湾英雄的奋战历程，以及夺冠的荣耀时刻。
1907年，台湾第一座棒球场「新公园棒球场」就在国立台湾博物馆的旁边；117年后，我们再次聚集在这里，传承前人的棒球精神，也见证我们这一代台湾人，用棒球壮大台湾。
我一直深信，有人、有土地，就有历史；有自己的历史，就有自己的故事，可以唱自己的歌。而台湾精神，就是每一位台湾人在这块土地上尽力打拚，累积各种成就，获得世界各国的肯定。
冠军之路是非常不容易的，台湾棒球经过百年的发展，才走到今天、把世界冠军的奖杯抱回来。我要邀请全国好朋友，新的一年，一起来看展，更别忘记，新的球季，大家都要一起进场看球！
-
?? BEHIND THE CHAMPION：冠军之路！
?? 展览时间：2025年1月1日（元旦）至2025年3月2日
?? 展览地点：国立台湾博物馆
??? 展览票价：NT.30",极端自豪,无,台湾棒球夺冠及相关展览,赖清德赞扬台湾棒球夺冠并推广台湾精神,无敌意,文化
赖清德,"今年的最后一天，一起来看看2025年的新制上路！
过去一年，谢谢每一位国人，在各自岗位上的努力付出，因为有大家的努力不懈，我们一起度过许多挑战，也让台湾更加受到国际的肯定。
明天，我们将有许多新年新政策上路：
??拚加薪
我们将最低工资增加到2万8,590元，时薪从183元增加到190元，也为军公教加薪3%。
??助生活
不课税基本生活费，增加8,000元至21万元，免税额、标准扣除额及特别扣除额，也进一步调高；租金补贴的户数，也从50万户扩大到75万户。
??顾人民
「有条件式线上申换护照」的服务正式上路，也放宽自动通关使用对象。同时，我们也扩大癌症筛检补助，并将文化币扩大至13岁、青年百亿海外圆梦基金计划，照顾年轻朋友。
我要特别感谢 卓荣泰 院长带领的行政团队，虽然部分政策，将受到《财划法》修改通过，而造成冲击，执政团队仍会持续努力，尽全力让各项惠民措施，继续推动落实。我也期待《财划法》的修法，能够继续进行更完善的讨论，让福国利民的政策，不要受到影响。
新的一年，我们一定要团结一致，让台湾站稳脚步，也欢迎将图卡分享出去，祝福大家新的一年，平安顺心、六顺和春！",自豪,无,2025年台湾新政策实施,赖清德感谢国人并宣布新政策上路,无敌意,社会
赖清德,"这是我和美琴画的????，祝福大家「六顺和春」！
2025 就要到了，今年我和 萧美琴 Bi-khim Hsiao 副总统特地亲手绘制了狗猫图像，融入新春系列设计中，希望为国人送上满满祝福。
元旦当天，我会在总统府发表新年谈话，并发放春联、红包袋及限量「总统府纪念版乖乖」。总统府也会大开放，举办策展、市集等活动，邀请国人朋友共襄盛举！
蛇年新气象，预祝大家「六六大顺，好甲有?」????
??春联及红包袋索取资讯及注意事项：
??1/1（三）起至 1/24（五），每周一至周五 09:00 至 12:00，总统府开放参观时段索取。
??1/1（三）元旦 #假日大开放 参观，09:00 至 17:00 于 #敞厅 发送。
??各地朋友也可以就近至行政院中部、云嘉南区、南部、东部及金马联合服务中心洽取。",自豪,无,新年活动及祝福,无明确观点,无敌意,文化
赖清德,"凉山营区新建完工、空军第十空运大队协助运输工作
感谢国军弟兄姊妹守护人民、守护国家
昨天我到屏东，参加凉山营区的完工启用典礼。凉山的陆军特勤队，承担重大的责任和任务，像是因应反恐作战、应援各地突发状况、提供灾害救援，训练非常严格、扎实，是保护国家安全的重要力量。
看到焕然一新的营区，我也非常高兴，因为我相信，让国军睡得好、吃得好，就能全力以赴，迎接更多元的训练，让战力不断提升。
我也到空军第六联队，代表国人感谢第十空运大队，在物资运补、伤患后送、人工造雨等工作的付出。尤其连假期间的外离岛民众疏运，也在第十空运大队的协助下，让民众可以更快返乡过节。
无论是陆军特勤队、或是空军第十空运大队，都因为他们平时的勤训精练，才能在国人和国家有需要的时候，给予专业、有效率的协助。政府也会持续给予国军最大的支持，当国军最坚实的后盾。
我也要请大家，一起感谢国军弟兄姊妹的付出，谢谢他们坚守岗位，守护国家安全！",自豪,对国军表达了支持,国军营区建设与运输协助,赖清德感谢国军守护国家安全,无敌意,军事
赖清德,"以「王船文化馆」保存文化、认同文化
共同为这块土地团结打拚
今天是屏东东港的大日子，因为筹备多年的「王船文化馆」终于开幕了！
东港、小琉球、南州的王爷文化，是非常重要的在地文化信仰。尤其东隆宫三年一科、为期8天7夜的「迎王平安祭典」，到了最后一天的「烧王船」，都会吸引国内外上万民众参加。
现在，我们把这样的无形文化资产搬进「王船文化馆」，除了随时都可以感受气势磅礡的王船，更结合新媒体科技和沉浸式剧场，今天我也亲自体验，大海、王船都仿佛就在眼前，非常震撼。
我们以「王船文化馆」来保存王爷文化，希望让台湾的宗教文化、信仰可以代代相传；更要让每一个台湾人民，都能够以自己的文化感到光荣，而对国家产生认同、为台湾感到骄傲，共同为这块土地来努力。
因为有土地、有人民，才有文化，当我们认同文化的时候，就能够团结为这块土地加倍打拚。邀请大家一起来屏东东港的「王船文化馆」，认识我们自己的传统文化！",自豪,无,王船文化馆开幕与文化传承,赖清德倡导通过文化馆保存和认同文化,无敌意,文化
赖清德,"中央和地方、政府与民间，一起发挥跨领域、跨团队的团结精神，深化「全社会防卫韧性」，让我们无论在面对何种挑战，都能作为强韧的共同体。
今天在总统府，召开了全社会防卫韧性委员会第二次会议，同时也进行了总统府第一次，由中央各部会的次长联合地方、并有民间观察员在内的跨领域桌上推演。
透过桌上推演，我们可以找出现有机制的不足，并且予以补强。我也和大家强调，无论是中央或地方单位，都不能报喜不报忧、更要仔细确认数字与实际资源的准确程度。
我在会议中指出，面对地缘政治与威权主义扩张的风险，包括欧盟与北约，都有建议各会员国应该强化境内的韧性、或提供指引，建立集体韧性。世界各国都在提升社会韧性，显见这是全球性的课题，台湾更要有积极作为。
同时，提升全社会防卫韧性，是为了团结国人，因应各项挑战。
守护民主自由的体制永续发展，是我们共同的目标，而非个人之私或政党竞争。全社会防卫韧性的推动，应该跨越党派、跨越领域、跨越世代，团结一致，携手合作。
无论是提升民防、灾防的准备工作，或是积极应对境外威胁，都是希望维持社会的安全稳定和繁荣发展，维持我们民主自由的日常生活不变。
此外，这个委员会的目的，是要持续密集讨论与验证，凝聚更强的决心与信心，更有效地提升全社会防卫韧性。
透过委员会的分组会议与讨论，我们可以聚焦核心议题，让顾问与委员们在建构韧性的规划阶段，就提供宝贵的意见，也让政府可以及时检讨政策方向，更能检视第一线执行的实际成效。
提升全社会防卫韧性，是我们要加紧执行的重要任务，我在会议中宣布，万安与民安演习，将在明年整合为「2025城镇韧性演习」，和国际接轨的同时，也是要实际验证非军事部门解决问题的能量。
我们也再次确立目标，明年3月的第三次会议，我们将会举行小规模的实地演练；而明年6月的第四次会议，将会衔接汉光演习，进行前导演练。
过去这段时间，许多友邦和理念相近的国家，都肯定台湾的民主成就，以及追求自由多元的决心。
我相信，只要台湾团结一致、强化自己，就能与民主伙伴一起应对各种挑战，共同促进区域的和平稳定与繁荣发展。",自豪,对台湾表达了支持,全社会防卫韧性提升会议,赖清德强调提升全社会防卫韧性,有敌意,政治
赖清德,"今天是圣诞节??，我想和大家分享我到彰化成功高中，与何姗颐同学见面的温暖故事。
?
姗颐从小面临家庭的经济困难，在去年父亲过世后，生活的重担全落在母亲身上。即便如此，姗颐也没有被困境打倒，反而用自己的努力，告诉我们什么是坚毅与勇气。而他的努力，也获得了 2024 总统教育奖的肯定。
?
姗颐在学校参加拳击队，赢得许多佳绩，那天我也前往拳击教室观看他们的训练。我想，姗颐的勇气，有许多是来自拳击运动，不仅锻炼身体，也建立了他的自信与抗压力。
?
天气虽然寒冷，但每位同学都充满了斗志，期许大家能坚持这份热情，未来不管在哪个场域，都继续发光发热。
?
最后，我想对所有努力中的孩子说，无论面临什么挑战，都要记得身边有许多人愿意帮助你们。而当你们有能力时，也别忘了将这份善意和温暖传递下去。
?
姗颐，加油????????
?
欢迎到我的 YouTube ，收看全新一集「德讲的事」！",自豪,无,何姗颐同学的坚毅与勇气,赖清德赞扬何姗颐的坚毅与勇气,无敌意,文化
赖清德,"居安思危、有备无患，提升台湾防灾韧性
防灾演练是秉持「防患于未然」的精神，灾害还没发生，就要预做准备，才能达到多一分准备、少一分灾害的目标。尤其台湾处于地震带，台风及地震不断，因此更要做好防灾的各项准备。
为了验证中央与地方、政府与民间的合作成效，今天我前往板桥，观看由新北市政府与慈济等民间力量，合作开办的「防灾协作中心」，针对假想地震后灾民收容的演练。
感谢慈济跟新北市政府团队的努力与妥善规划，针对灾民的收容安置、食衣住行育乐，甚至是宠物、身心灵的抚慰，方方面面都有设想到。
我相信，在防灾协作中心等机制的调度下，丰沛的民间资源可以及时提供给有需要的民众，而公部门也可以更有效地因应灾情，这对于全社会防卫韧性的提升，有非常大的帮助。而中央与地方不分彼此、密切合作，是成功的第一步。
居安思危、有备无患。当我们做好准备与规划、提早预想大规模防灾机制、并透过定期的演练来验证；我们在真的面对天灾地变、要派上用场时，会更有信心、更有能力、也更有规划来处理，保障全体国人的生命财产安全。",自豪,无,台湾防灾演练与合作机制,赖清德强调提升台湾防灾韧性,无敌意,社会
赖清德,"立法院是国家最高民意机关，象征台湾的自由民主。
但是，立法院今天强行通过的三项法案，未经充分讨论、无视民意，不仅剥夺了人民监督的权力，更是侵害司法独立；甚至，冲击攸关每位国民，国家整体资源分配的公平正义。这是没收了民主国家权力分立的原则，更是悖离民主国家人民作主的真谛。
立法院今天在冲突中强行通过的《选罢法》，剥夺人民监督国会的权利。而《宪诉法》和《财划法》这两项法案，是与我们每一个人都息息相关；但都未经过实质朝野协商的正当程序，就在今天强行闯关。
世界民主国家的宪法诉讼制度，都是为了捍卫人民权利的最后救济，守护国家法治最后一道防线而生；而台湾宪法法庭所受理的案件，就有99.1%来自人民声请。
今天强行通过的《宪诉法》，以立法凌驾司法，用不合理的门槛，实质架空宪法法庭的运作，侵害司法独立，更封杀人民最后保障和救济的一丝生机。
《财划法》不是数字和公式的算计，是真真切切影响到我们每一个人的生计。
事实上，在民进党执政后，中央不分颜色，透过统筹税款及补助款等财源挹注地方，自103年度的5,486亿，大幅成长到114年度达1兆151亿元。地方政府的财政状况也明显好转，像是112年度的收支賸余达到648亿元。
我们从未反对修财划法，只要求中央、地方一起参与，让讨论更多元、让政策更完善。然而，今天立法院修正通过的《财划法》，中央政府会少数千亿的收入，那未来，育儿津贴谁来发？私立大学学费补助谁来补？跨县市的治水谁来做？跨县市的捷运谁来盖？
如果，上述这些都还要中央来做，必然严重排挤国防预算。国军的作业维持将无以为继，国防的整体战力将深受打击，危害的是国家的安全，危害的是2300万台湾人民的生命安危。
这几天，在寒风当中，有许许多多的年轻人站了出来，这些年轻人手中的灯，是台湾的民主火炬；他们挺身而出，不是为了求职，而是为了捍卫属于人民的权利。人民有权力监督我们不分政党的每一个人，人民更不应该被讪笑，不该被讥讽对待。
民进党立法院党团已经宣布，将针对这三项法案穷尽一切的救济手段；而行政院也表示，会依照宪法所赋予的权力，守护我们自由民主的宪政体制。
执政团队会团结一心，守护我们得来不易的民主自由宪政制度。民主的纷争，要用更大的民主来解决。未来，希望我们一起汇聚更大的力量，守护民主台湾。",愤怒,对民进党表达了批判,立法院强行通过三项法案,赖清德批评立法院强行通过法案侵害民主,无敌意,政治
赖清德,"台湾文学是世界的文学
谢谢杨双子，在世界的舞台上说台湾自己的故事 
由杨双子著作、金翎翻译的《台湾漫游录》获得第75届美国国家图书奖，这是美国文学界的最高荣耀之一，也是第一次由台湾文学作品获奖。
今天我在总统府和两人见面，谢谢他们的努力，让台湾文学成为世界的文学。
《台湾漫游录》透过两位女性在台湾的铁道与美食之旅，反思殖民主义和国族认同的议题，展现台湾文学的独特视角，令人钦佩。这次获奖，也彰显了台湾文学放眼世界的格局和实力。
杨双子在颁奖典礼上提到：「我书写，是为了回答台湾人究竟是什么人。」这是杨双子身为一个台湾文学作家的使命感，而我身为总统，希望可以团结台湾人民，让台湾人从此以后就是台湾人。台湾人要在这块土地上永远自主、做自己的主人。
我们也希望，未来有更多文学作品，让台湾的故事传播到更远的地方，让每一代的台湾人都可以在自己的土地上诉说自己的故事、唱自己的歌。",自豪,对台湾表达了支持,台湾文学作品获美国国家图书奖,赖清德称台湾文学是世界文学,无敌意,文化
赖清德,"欢迎美国知名智库「布鲁金斯研究院」访团来台！
「布鲁金斯研究院」是国际知名智库，所研究的成果不仅常为美国政府采用，也深刻影响国际政经局势。希望借由劳丝（Cecilia Rouse）院长的访问，台湾能持续得到「布鲁金斯研究院」的支持。
近年，全球战略环境日益复杂，中国、俄罗斯、北韩、伊朗等威权政体持续合流，在各区域内的联合行动更具侵略性，对全球造成共同的挑战，因此，我们必须要团结在一起。
台湾身处「第一岛链」的关键位置，是民主岛屿链结的前线，将秉持「和平四大支柱行动方案」，确保台湾的安全以及印太的和平稳定。
我们会持续强化国防力量，不管是国防自主或对外军事采购；也会强化经济韧性，并与民主阵营肩并肩站在一起，发挥威慑的力量，靠实力求得和平。在对等尊严之下，台湾也乐于与中国进行交流合作，促进和平发展。
我们期待，台湾在未来复杂的国际情势中，能运用自身实力，与美国及理念相近国家，一起扮演正面的力量，促进全球的民主和繁荣。",自豪,对台独表达了支持,布鲁金斯研究院访团访问台湾,赖清德欢迎布鲁金斯研究院访团来台,有敌意,政治
赖清德,"冬至快到了，一年就要接近尾声。这几天的气温偏低，大家也要多注意保暖以免受寒。
出访回来后，我和行政团队持续推动各项政策与工作，同时，我也和各位一样关心时事动态，尤其，是近来立法院的议事。
民主是台湾珍贵的资产，也是台湾在国际上引以为傲的品牌。我们所习惯的日常生活，是许多前辈在民主改革进程中，牺牲奉献所争取而来的。台湾走到现在，我们在国际上被看见、受肯定，与民主同盟国家站在同一阵线对抗威权扩张的基础，正是因为我们拥有自由民主。
因此，此时此刻我们更应不分朝野、一致团结对外，才能面对所有的挑战。我恳切地希望，国会的议事、讨论与协商，都能理性、而且符合民主程序进行。这不仅是彰显民主的价值，更是民主政治的真谛，也是全民所期待的。
我与国人同胞们也都一致期待，我们一票一票选出的国会，能够以更理性、遵循民主程序、落实实质讨论的精神，来处理各项议事与法案；更重要的是，能够在谨慎审查后，让明年政府的总预算如期通过，让许多保家卫国、福国利民的建设，可以如期如质地开展。
接下来的日子，我们会继续努力。愿台湾顺遂，愿各位平安。",自豪,对台湾表达了支持,台湾民主与国会运作,赖清德呼吁国会理性遵循民主程序,无敌意,政治
赖清德,"祝福所有新住民朋友，12月18日移民节快乐！
台湾是海岛移民社会，不同时期、有不同的族群，在这块土地上落地生根，多元的文化是我们的骄傲，移民更是增添我们社会的色彩。
目前，台湾的婚姻移民，已经突破60万人，再加上子女，总人数则超过百万人。另外，也有数十万名来自世界各地的外籍人士，共同在台湾这块土地上，认真工作、求学，或投资经商。
为了落实宪法保障多元文化的精神，「新住民基本法」已于今年7月16日经立法院三读通过，我们也在今年9月成立「新住民事务中央三级行政机关」筹备作业小组，宣示政府维护新住民权益的决心。
此外，政府也持续挹注资源，延续新住民发展基金、行政院新住民事务协调会报、外来人士在台生活咨询服务热线（1990）与提供至少七国语言的新住民培力发展资讯网等措施，在尊重多元文化的同时，也要协助新住民适应台湾社会。
未来，政府会继续努力，结合中央、地方和民间团体的力量，广纳各方建议，持续打造台湾成为包容、开放的社会，也让所有新住民能够在台湾安心生活、稳健发展。",自豪,无,台湾新住民政策与多元文化发展,赖清德祝福新住民移民节快乐,无敌意,社会
赖清德,"社宅一百继续拚！
落实居住正义，迈向均衡台湾
打造理想的居住空间、让人民安心托付的社会住宅，是中央与地方政府的共同目标。
今天很高兴回到台南，参加「鲲鯓安居」社会住宅动土典礼。这是中央直接兴办社宅的第100案，不只要照顾在地民众，也希望吸引更多年轻人住在台南、带动台南发展，迈向均衡台湾。
政府会继续推动只租不卖、租金合理的社会住宅。我们的目标是，用两个总统、4任任期，共16年时间，满足台湾社会的租屋需求，也就是，预计在2032年，不论是直接兴办、或是包租代管，加上蔡英文前总统已经推动的户数，都要分别达到25万户，共计50万户，再加上租金补贴50万户，就是100万户，来落实「百万租屋家庭支持计划」。
目前，由政府直接兴办的社宅，近四成住户为18岁到40岁的年轻人，另有四成五为经济或社会弱势。我相信，社宅越多，可以给更多需要帮助的人民更大的支持，让处处可以安居，人人乐业。
未来，只要中央和地方团结合作，政府绝对有信心、也有能力，持续加速推动社会住宅，落实居住正义！",自豪,无,社会住宅建设与居住正义,赖清德承诺加速推动社会住宅,无敌意,社会
赖清德,"面对威胁与侵扰，即便近日天气、海象不佳，但我们的陆、海、空军及海巡单位，都坚守岗位，全程掌握周边动态，严密监控、积极应处。
谢谢辛苦的国军弟兄姊妹及海巡同仁，守护国家安全，也让国人感到安心！我也要请国人朋友，一起为他们加油！",自豪,对中国大陆表达了敌对,国军及海巡单位维护国家安全,赖清德感谢国军守护国家安全,有敌意,军事
赖清德,"持续深化各项合作，创造台波关系新里程碑！
台湾和波兰都曾经走过对抗专制、追求民主自由的历程；现在则共同面对著威权主义扩张的挑战。
今天，波兰参议院卡敏斯基（Micha? Kamiński）副议长率团访台，以行动展现对台湾的强劲支持。这也是波兰国会在去年10月改选后首次组团来台，成员包括「波台国会小组」6位跨党派参众议员。
我除了感谢波兰国会不分党派对台湾的力挺，也感谢在卡敏斯基副议长的支持下，2022年波兰参议院外交暨欧盟事务委员会及卫生委员会通过决议案，支持台湾参与「世界卫生组织」。
卡敏斯基副议长说，Solidarno??（团结）是波兰献给世界的一项礼物，我也非常认同。台湾与波兰是理念相近、合作密切、情谊深厚的民主伙伴。我们期待，台湾和波兰继续深化各项伙伴关系，一起守护民主自由的价值！",自豪,对台湾表达了支持,台波深化合作与民主伙伴关系,赖清德主张深化台波合作关系,有敌意,政治
